Position	C10_Mut_Control_3	C11_WT_Cipro_3	C12_Mut_Cipro_3	C17_WT_Control_4	C18_Mut_Control_4	C19_WT_Cipro_4	C01_WT_Control_1	C20_Mut_Cipro_4	C21_WT_Control_5	C22_Mut_Control_5	C23_WT_Cipro_5	C24_Mut_Cipro_5	C02_Mut_Control_1	C03_WT_Cipro_1	C04_Mut_Cipro_1	C05_WT_Control_2	C06_Mut_Control_2	C07_WT_Cipro_2	C08_Mut_Cipro_2	C09_WT_Control_3
94150	40813.34	33380.04	34540.29	45998.46	46851.38	30825.58	42576.09	31015.97	35757.51	40090.01	19977.08	19754.58	39342.93	28557.76	27210.85	48473.25	48318.03	34361.01	28341.81	34085.06
94250	37813.75	31146.62	31958.19	42760.55	43380.91	28438.99	39846.14	28506.49	33342.55	37251.77	18424.99	18470.94	36318.88	26313.78	25164.14	44656.98	44706.86	31347.86	26337.93	31719.53
94350	35584.38	29767.05	29571.39	40106.4	40114.1	26567.39	37515.07	26616.47	30931.24	34655.87	17136.14	17017.69	34084.28	24896.2	23678.29	40961.24	41526.16	29005.7	24547.1	29685.04
94450	33965.11	28563.89	26862.97	38337.04	37895.05	25396.31	35921.74	24772.49	29250.72	32471.81	16322.48	15533.54	32695.87	23540.26	22112.15	38168.66	39151.92	26687.34	23053.65	28467.66
94550	32770.62	27536.05	25421.72	36842.13	36857.12	23976.16	35179.08	23147.72	28314.21	31395.35	15772.28	14644.29	31276.04	22449.4	21205.44	36874.17	37813.44	25831.68	22258	27422.57
94650	34862.91	28490.67	27062.24	39571.28	39648.27	25060.05	37460.39	23827.92	30590.58	33618.29	16240.76	15072.37	32978	23449.75	22008.2	39269.46	40743.56	27279.8	23163	28875.06
94750	36534.05	29369.74	28616.41	41040.81	41141.5	25555.22	38979.06	24621.59	32222.97	35515.61	16804.37	15516.27	34430.33	24060.33	23101.13	41192.51	43329.77	28507.56	23919.7	29747.83
94850	37459.78	30141.36	29603.52	42392.69	42904.31	26134.24	40515.37	25193.56	33234.92	36893.29	17075.65	15944.64	35899.45	24916.58	23778.82	42924.24	44999.41	29172.27	24526.05	30709.66
94950	37444.52	30332.71	29184.09	42477.95	43237.07	26215.4	40572.74	24773.9	33870.55	37102.51	16903.7	16012.25	36531.66	25277.83	23620.75	43193.41	44081.96	28828.62	24091.26	31106.35
95050	37657.18	30534.74	28985.17	42962.36	43570.91	26367.36	40536.84	24420.02	33880.88	37219.24	16914.72	15770.86	37020.09	25174.45	23318.19	43496.54	44163.99	28528.26	24036.95	31493.9
95150	37359.76	29872.77	28654.76	42938.78	42948.07	25694.85	40391.8	23923.65	33605.49	36970.55	16642.81	15655.04	36440.57	24738.99	22725.54	43305.06	44290.07	28203.48	23707.32	31265.99
95250	38775.48	30576.41	29271.82	44837.27	45458.68	26205.58	41778.17	24484.66	34793.54	38527.41	17045.26	16265.75	38349.83	25738.06	23665.45	45415.7	45494.98	29234.84	24656.94	32567.78
95350	38955.67	30690.14	29499.44	44886.48	45794.94	25829.79	41513.25	24471.67	34782.05	38799.72	16992.3	16033.01	38053.02	25545.25	23369.39	45630.12	45726.75	29409.29	24751.97	32706.47
95450	40073.46	31594.75	30116.82	45917.71	47239.46	26846.22	42652.04	24670.57	36185.32	39812.31	17215.71	16033.69	40127.6	26143.47	23789.96	47032.58	46754.7	30403.56	25043.82	33674.33
95550	39101.49	30757.56	29525.58	45135.41	46651.41	26369.07	41521.14	23883.99	35898.99	38989.41	16287.89	15737.38	40067.41	25781.03	23224.52	46286.39	46149.46	29925.46	24598.27	32920.61
95650	39200.22	30602.94	29354.64	44872.62	46694.07	26084.46	42156.6	23575.35	35975.9	39123.95	15837.43	15472.8	40425.46	25633.73	22525.42	47113	47154.86	29645.49	24107.66	32806.03
95750	40592.24	31382.6	30173.38	45764	48278.85	26903.94	43754.18	23863.87	36865.08	40439.39	15831.32	14939.16	41708.66	26029.73	22647.81	48858.16	49244.38	30048.49	24223.48	33956.61
95850	39927.44	30394.24	29510.51	45450.42	47653.34	25722.87	43043.47	22693.39	36484.05	39743.38	14657.67	13821.44	40449.96	25056.55	21196.65	47994.49	48535.33	29268.92	23291.62	33780.28
95950	39642.12	29724.6	28570.95	44700.05	46777.79	25582.43	43293.95	22383.82	36619.28	39470.61	14068.56	12878.6	39219.28	24741.7	20382.37	47582.4	48345.71	28734.33	22554.5	33168.53
96050	38751.94	28184.42	27113.53	44127.8	45191.74	24253.66	42587.65	20740.78	35661.94	38619.06	12649.71	11365.68	37531.44	23235.81	18598.98	46830.86	47076.99	27382.4	21371.3	32256.2
96150	39649.42	28843.47	27704.51	45244.43	46082.19	24687.06	43082.36	21297.79	36167.22	39192.56	13105.41	12145.03	38167.8	23815.01	19225.08	47597.31	47987.23	27807.05	22050.96	33112.85
96250	40078.52	29219.89	27837.87	45711.33	46068.86	24138.67	42969.53	20783.51	36283.23	39361.06	13687.62	13023.1	38359.42	24199.17	19690.4	48105.99	47917.19	28573.12	22221.91	33763.55
96350	40076.29	29087.85	27983.52	45477.75	45415.68	24328.32	42618.23	21130.58	35911.51	38908.65	14034.82	13745.29	37799.55	23970.15	20109.52	47815.72	47600.85	28639.7	22473.69	33357.12
96450	40575	29356.74	28379.35	45768.08	46179.96	24413.14	42987.3	21345.28	36450.78	39398.82	14588.31	14110.74	38451.17	23991.85	20573.4	47883.33	48154.92	28748.01	22355.42	33629.19
96550	40670.37	29566.14	28282.94	45658.93	46306.62	24515.37	42943.16	21413.18	36440.67	39468.39	14891.15	14320.03	38552.6	24255.31	20864.24	47355.95	47769.75	28675.03	22639.86	33789.65
96650	39560.99	29452.48	27788.58	44895.67	45329.64	24131.84	42289.46	21069.71	35762.88	38650.3	14872.67	14146.34	37856.37	24080.34	20700.99	45952.54	46430.62	28085.13	22284.78	32942.96
96750	39527.12	29891.53	27856.78	45001.95	45357.25	24527.15	42867.59	21434.91	35664.23	38323.09	15019.72	14083.91	38579.73	24098.86	20865.17	46216.77	46467.37	28068.72	22475.48	33369.13
96850	39463.27	30184.15	27940.42	44757.11	45043.82	24920.64	42624.35	21402.45	35292.74	38660.85	15388.85	14431.05	39183.91	24754.99	21494.29	46652.05	46534.71	28531.85	22998.41	33291.06
96950	40617.3	31677.13	29084.72	46180.88	47007.61	25947.1	43916.1	22275.35	36361.74	39543.26	16224.84	15146.26	41024.17	26193.2	22626.87	48039.23	48153.78	29532.65	23986.7	34222.53
97050	41163.93	31951.9	29753.7	45966.13	47413	26125.6	44113.59	22675.78	36980.48	39873.05	16656.68	15826.86	41330.6	26610.59	22898.68	49098.08	48992.55	30267.19	24486.15	34540.02
97150	43239.38	33217.59	30925.91	48271.12	49540.49	27283.87	46360.8	23777.27	38772.3	42108.61	17311.22	16631.87	43604.62	27888.85	23971.02	51448.46	50689.49	31891.87	25637.5	35788.77
97250	44528.77	33552.92	31737.15	49149.59	50100.05	28021.3	46817.51	24398.79	39271.67	42873.01	17606.8	17391.6	44443.45	28586.27	24636.72	51870.1	51893.37	32731.28	25816.18	36422.66
97350	45013.71	33956.48	31892.46	49277.88	50178.47	28250.85	47097.7	24699.87	39438.08	43250.21	17966.39	17995.81	45327.54	28816.05	24710.13	52099.77	52219.62	32969.63	26275.64	37227.23
97450	43225.42	32461.34	31199.05	47438.61	48125.88	26904.97	45219.35	23586.83	38226.93	41172.98	17346.4	17595.6	43836.65	27558.65	23890.1	50344.48	50765.67	31871.97	25636.45	35833.04
97550	42410.61	32148.84	31331.78	47554.6	48588.23	27203.36	44987.16	23782.12	38146.5	41115.2	17096.57	17650.49	42834.48	27747.13	23864.73	50436.29	51050.98	32057.13	25442.89	35071.86
97650	40759.67	31122.11	30726.22	46213.09	47030.12	26594.69	44039.79	23507.35	37195.49	40391.74	16749.27	17830.21	40762.22	27061.37	23388.7	48987.76	49558.72	31710.83	25213.31	34159.04
97750	39525.23	30665.48	29762.02	45558.35	46043.06	26026.84	42659.52	23647.88	36069.37	39118.56	16648.86	17422.29	40377.58	26571.85	22870.81	47986.77	47936.52	30771.97	24836.84	33513.32
97850	38824.84	30582.69	29359.13	45256.02	45852.81	25963.81	42267.19	23560.8	35660.99	38478.43	16622.1	17341.96	40025.64	26548.93	22874.41	47261.93	47251.08	30029.32	24408.17	32877.61
97950	37919.05	29878.29	28765.27	44211.14	44801.98	25738.02	41315.98	23073.49	35034.92	37883.62	16146.69	16752.56	39224.49	25695.45	22698.56	45953.89	46039.09	29357.66	23820.33	31957.2
98050	37800.85	29441.61	28448.83	43444.1	44021.65	25232.88	40832.76	22807.51	34322.99	37537.09	15838.59	16372.11	38382.34	25246.42	22193.05	45627.3	45378.16	29061.5	23667.89	31651.39
98150	38440.68	29373.66	28764.67	42847.9	44157.47	25551.43	40912.43	22876.4	34789.43	37706.9	16082.39	16336.75	38508.24	25191.22	22187.99	45821.91	46130.92	29360.8	23533.76	32177.9
98250	37949.31	28020.08	28020.26	40717.05	43851.12	25126.2	39547.85	22093.02	34296.26	37137.03	15773.34	15944.56	36859.03	24826.09	21679.07	44533.33	46009.64	28451.02	22665.57	31893.08
98350	38103.69	28678.91	27808.56	41107.87	44353.53	25825.93	39555.22	22172.23	34745.94	37832.97	16023	16067.92	37147.26	25070.43	21699.07	44989.54	45747.02	28264.66	22966.08	32145.73
98450	37318.58	28276.67	27127.08	40876.88	44034.41	25434.71	38811.54	21938.27	33874.35	36730.52	15520.23	15780.98	36549.97	24517.01	21061.55	44302.83	44725.27	27970.81	22470.95	31243.68
98550	37096.64	27814.68	26911.69	40616.73	43758.15	25220.11	38365.4	22053.58	33711.46	36660.83	15502.96	15987.75	35541.15	24400.25	20836.53	43731.85	44810.55	27936.43	22212.71	30586.31
98650	39740.79	30081.92	28649.25	43714.53	46186.86	26606.88	41057.66	23805.61	35908.67	39121.27	16759.15	17141.05	38379.7	25775.91	22197.1	46223.42	47604.75	30143.39	23806.05	32693.68
98750	40421.32	30850.88	29388.08	44982.6	46424.45	27085.02	42222.78	24390.02	36192.92	39686.94	17013.85	17380.71	39607.22	26176.61	22939.12	46770.15	48232.2	30668.71	24482.45	33678.86
98850	40911.19	30835.04	29683.68	45408.13	45984.36	27310.31	42776.97	24804.47	36415.52	39946.18	17053.53	17579.06	40320.12	26677.96	23189.41	47575.34	48724.88	30627.01	24586.64	33709.22
98950	41234.31	30885.28	30284.2	45647.52	46758.56	27144.6	43211.18	25332.32	36344	39908.95	17030.88	17297.17	40683.74	26362.05	23372.86	47970.91	48833.98	31118.78	24793.05	33627.34
99050	40294.55	30938.06	30085.59	44839.41	46376.08	27071.72	42658.49	25414.84	36098.64	39346.74	16959.14	16721.67	40572.72	26397.58	23168.29	46978.11	48040.09	30789.53	24531.07	33242.5
99150	41356.19	32078.05	30425.34	46062.86	47604.59	28522.76	43418.67	26080.96	36986.61	40062.17	17604.8	17376.8	42183.19	27502.35	23842.67	48253.09	49207.39	31319.72	25181.46	34631.87
99250	38273.54	29845.14	28377.72	42659.5	43452.58	26282.71	40037.92	24301.92	34253.15	37038.28	16451.04	16337.76	39000.45	25474.36	22170.94	44824.39	45632.22	29073.94	23554.17	32202.3
99350	38173.9	29847.45	27823.25	42730.24	43049.86	26419.06	39910.74	24444.52	34259.63	37360.73	16246.34	16240.26	38364.69	24824.29	21881.09	44574.06	45158.17	28831.59	23506.12	32128.26
99450	37606.95	29254.63	27156.9	41509.64	42247.65	25886.09	39283.45	23717.43	33773.1	36719.55	15860.09	15757.32	37218.42	24099.42	21245.96	43491.29	44131.33	28161	22925.17	31828.54
99550	38287.14	29621.89	28059.88	42717.77	43606.97	26375.61	40504.63	24314.25	34567.45	37428.74	16172.12	16452.33	37892.47	24852.42	21815.02	44614.91	45281.17	28926.26	23483.32	32191.88
99650	39223.15	30026.13	28973.12	44125.28	45053.66	27368.9	41382.13	25156.56	35553.56	38637.86	16665.52	16722.69	39328.96	25502.84	22412.31	46212.72	46800.75	29682.37	24033.44	32992.25
99750	40531.46	31201.45	29921.5	45800.93	46223.12	28001.54	42814.19	25473.02	36848.2	40108.86	16989.2	17174.2	41140	26285.55	23025.61	47887.44	48230.89	30630.71	24307.3	34244.58
99850	40963.74	31874.66	30079.65	46377.08	46869.05	28115.02	43270.99	25558.64	36984.96	40218.53	16983.49	17267.26	41797.76	26360.53	22743.31	48971.71	48859.67	30536.19	24382.62	34284.87
99950	41592.42	31846	30628.3	46522.88	47564.95	28302.46	44050.04	26107.2	37648.38	40952.77	17387.94	17986.41	42384.69	26728.4	23470.27	49691.62	50124.73	31736.01	25037.9	34674.04
100050	42648.82	32458.43	31072.5	47858.67	48902.3	29444.84	45108.86	26641.8	38318.79	41855.55	17760.99	17955.46	43795.32	27270.94	24084.18	50378.36	50714.29	32042.61	25340.08	35838.34
100150	39033.28	30391.36	28705.42	44220.26	44742.39	27360.59	41713.14	24477.45	35015.1	38819.27	16594.27	16509.41	40948.86	25641.28	22386.97	46696.07	46575.13	29407.64	23586.89	33011.81
100250	38632.4	30655.5	28480.39	44959.63	45374.85	27996.21	41990.06	24721.72	35242.94	38545.48	16711.11	16459.03	41019.87	26570.58	22656.57	46589.79	46560.2	29468.13	23403.89	33398.53
100350	38907.84	29942.92	28471.34	44347.72	44673.47	27242.75	42468.06	24721.61	35441.02	38203.15	16381.74	16772.38	39701.3	26058.86	22546.24	46451.32	46972.16	29210.33	23357.44	32923.04
100450	41579.18	31579.91	30214.47	47201.61	47745.68	28481.22	45367.25	26143.7	37272.35	40770.22	17114.35	17636.76	41146.14	26898.94	23224.97	49265.71	49461.45	31119.46	24582.16	34457.36
100550	40209.39	30810.71	30349.49	45689.08	46518.01	27865.29	44163.28	25507.33	37085.02	40027.3	16975.31	17592.56	39777.15	26424.72	22824.48	48203.87	49149.24	31096.18	24375.7	33687.27
100650	40533.4	30667.29	30311.5	45739.5	47130.04	27583.33	43619.42	25575.56	37000.26	39738.93	16655.06	17345.98	39378.46	25858.14	22349.14	47946.79	49130.63	30905.39	24381.18	33398.38
100750	39121.01	29648.81	29303.63	44152.87	45543.87	26763.3	41995.8	24336.14	35808.9	38840.07	16108.07	16884.69	38182.11	25260.85	21692.45	46715.02	47523.51	30047.94	23675.11	32309.51
100850	39376	29450.98	29286.85	44284.99	45745.88	26701.63	41775.7	24269.04	35803.92	39091.88	15921.64	16608.8	38642.54	25395.73	21711.9	46917.19	47541.13	30033.64	23407.24	33014.55
100950	39801.25	29614.48	29325.84	44592.59	46102.29	27125.87	42044.56	24160.33	36058.61	39531.65	15978.94	16697.11	39464.67	25382.75	21764.5	47459.9	47816.93	30104.03	23373.6	33386.37
101050	39692.98	29234.7	29116.33	44866.03	45864.24	27050.2	42072.99	23967.18	35981.86	39597.13	15930.62	17004.8	39733.24	25123.96	21532.79	48067.21	47996.69	30108.4	23454.43	33341.66
101150	39104.4	28369.72	28986.71	44556.31	45128.11	26317.09	41632.56	23762.08	35415.82	39445.91	15318.66	16965.93	39407.65	24468.73	21032.61	47967.38	47690.42	29719.95	23368.62	32947.58
101250	39904.54	28243.25	29444.68	44975.31	44657.35	26387.6	42405.24	24011.67	35256.64	40819.47	15433.23	17357.78	39822.56	24137.49	21163.96	49098.21	47744.73	29444.22	23635.05	33479.15
101350	42052.06	29590.7	30149.93	46856.76	46570.82	27989.62	43800.06	24751.2	36784.35	42427.02	16028.76	17679.82	41249.49	24999.8	21867.29	51462.49	49287.96	30244.79	24403.75	35055.41
101450	39683.72	27622.85	27704.44	43929.5	43561.71	26217.37	41278.78	23154.04	34755.39	40118.93	15179.22	16565.68	39080.76	23005.24	20410.49	48843.9	45845.03	27774.48	23075.22	33753.81
101550	39129.81	27535.97	26922.2	43735.52	43368.17	25908.95	40418.32	22635.07	34349.22	39122.78	14948.08	16567.7	38480.45	22752.57	20091.79	47239.44	45390.43	27772.77	22742.88	32625.53
101650	39441.96	27978.38	27721.76	43942.48	43964.7	26113.93	40942.17	22595.59	35216.4	38828.43	14855.1	16459.93	37898.3	23013.04	19996.29	46775.42	47039.15	28828.22	22648.92	32727.38
101750	40401.23	28886.49	28674.15	45433.03	45809.73	27037.74	42068.31	23078.66	36210.87	40103.84	15085.16	16653.49	38751.76	23862.32	20390.98	47911.91	49226.99	29620.04	22912.6	33922.29
101850	42723.97	30629.85	30289.11	47717.29	48283.34	28402.52	44083.89	24317.31	38308.1	42389.71	15841.34	17125.35	40417.96	25909.12	21327.38	50977.88	51546.46	31675.59	24186.46	36020.79
101950	42522.35	30689.28	30462.77	47589.75	47909.94	28351.27	44422.35	24220.29	38129.88	42071.05	15915.55	17068.25	40376.32	26179.14	21405.23	51815.61	51447.9	31568.07	24085.88	35653.14
102050	41923.45	30334.71	30017.97	47703.2	47930.5	28261.35	44043.54	24214.92	37793.31	41902.95	15775.33	17105.39	40386.59	26121.95	21087.93	51621.23	50821.98	31051.29	23635.12	35366.34
102150	42914.92	31396.67	30723.11	49017.44	49503.45	29315.8	44879.96	24583.36	38987.74	43262.07	16299.02	17714.44	41658.92	27101.4	21716.13	52869.42	52323.42	32044.43	24537.39	36675.97
102250	45267.61	32448.79	32349.51	51149.65	51978.18	30247.02	46786.36	25439.14	41104.86	44662.49	16819.23	17993.98	43322.26	27585.33	22321.46	55007.46	54721.02	33520.68	25868.74	38257.96
102350	43958.95	31016.16	32065.5	49214.07	50421.13	28809.98	45688.14	24814.81	39396.38	43303.39	16161.96	17446.59	42093.99	26180.25	21511.81	53400.67	53832.01	32982.02	25293.7	36500.89
102450	42620.11	30052.78	30787.36	48023.06	49160.07	27880.3	44747.58	24230.65	38255.79	42201.41	15744.09	16793.52	41655.45	25648.42	21070.93	52013.71	52353.15	32093.19	24116.06	35841.25
102550	41481.5	29451.18	28276.09	45917.95	47220.98	27313.08	42652.84	23205.5	37013.49	40668.69	15266.03	15897.8	41595.88	25321.05	20397.56	50066.41	49367.44	30040.96	22651.07	34927.75
102650	39630.74	28562.12	26437	43944.74	45692.63	26350.61	40595.88	21900.41	35821.16	38959.35	14386.31	14836.88	39931.69	24039.32	19139.61	47438.47	46568.04	28360.62	21458.91	33461.77
102750	31502.4	22190.31	21517.98	35552.97	36705.06	20625.83	32228.02	17396.88	28773.53	31112.29	11311.21	11335.35	30823.66	18605.7	14806.79	37739.44	37915.38	22588.77	16978.34	26244.15
102850	39726.36	27541.77	27290.68	44323.42	45989.27	25469.01	40956.91	21895.5	35956.56	39256.61	14092.26	14363.31	38341.69	23017.63	18691.93	47767.93	48017.9	28342.43	21551.06	32803.42
102950	42061.18	29469.02	29159.28	47338.74	48707.33	27166.75	43566.6	23393.58	37787.13	41978.86	15235.98	15429.7	40539.69	24732.28	20379.79	50880.13	50837.26	30309.14	22865.28	34978.25
103050	41680.48	30089.24	29104.94	47179.94	49148.46	27120.62	43551.05	23383.19	37418	41977.82	15275.65	15613.21	41014.37	24906.36	20572.66	50373.95	51139.06	30697.21	22630.66	35056.37
103150	40035.52	28767.01	28235.8	44948.8	46347.18	25902.47	41943.24	22594.21	35760.22	39646.81	14347.42	15111.18	39030.65	23661.24	19887.76	48362.96	48495.54	29549.58	21786.28	33533.45
103250	40248.01	29242.57	28475.13	45200.95	46264.01	26354.69	42059.69	22387.63	35825.2	39640.07	14238.07	15355.68	39725.91	24218.35	20284.48	48321.71	48013.15	29245.11	21771.43	33943.81
103350	38792.02	28012.34	26869.81	42869.73	43803.58	25175.6	40546.88	21166.42	34159.91	37923.29	13621.31	14760.64	38892.1	23588.91	19583.42	46383.17	46035.98	27484.29	20979.41	32643.29
103450	39551.19	28223.42	27483.18	43930.68	44870.27	25212.8	41760.19	21581.04	34766.1	39066.36	14162.49	15275.44	39615.88	23726.13	19831.51	47391.39	47213.88	28177.25	21660.4	33308.02
103550	40129.93	28585.15	28338.34	44792.16	45892.97	25530.6	42875.84	21967.84	35890	40014.17	14656.31	15697.45	39598.92	24094.8	20168.02	48181.39	48516.13	28761.74	22415.7	33701.02
103650	42058.05	29654.76	29509.73	46964.47	47853.95	26797.22	44639.43	23070.4	37208.04	41400.72	15299.34	16209.3	40392.35	24701.35	20940.36	50002.92	50387.73	30020.09	23252.45	35054.51
103750	40845.6	29075.12	28703.31	45689.88	47215.34	26528.54	43288.26	22560.93	36407.94	40046.98	14998	15766.35	39164.28	24040.46	20307.56	48378.3	49493.38	29266	22769.15	34099.07
103850	38599.09	27807.94	27178.76	43240.36	44942.78	25092.98	40840.58	21159.41	34915.67	38421.39	14406.38	14973.37	37389.42	23567.61	18986.23	45876.43	46905.5	27873.15	21332.22	31735.42
103950	38535.76	27727.82	27016.13	43721.07	44993.93	25321.69	40685.3	21263.2	35063.63	38493.58	14302.85	15030.61	38319.56	23571.78	19139.83	46538.04	46940.35	28028.99	21166.28	31979.54
104050	36517.56	26261.02	26337.4	41913.23	43190.61	24048.32	39020.93	20567.85	34135.22	36926.27	13780.98	14709.57	36821.75	22787.98	18574.18	45442.15	45310.72	27117.73	20569.59	30613.59
104150	37277.7	26650.45	26784.02	41366.4	44561.85	24741.17	38537.75	20366.27	34377.96	37179.77	13873.19	14819.61	36771.24	22777.42	18475.14	45546.66	45155.99	27762.48	20805.46	31013.44
104250	36431.93	25978.82	25625.91	38992.28	44328.13	24413.55	36530.03	18717.45	34038.92	36155.24	13863.18	14507.71	36380.17	22122.73	17772.27	44255.5	44401.74	27547.44	20374.37	30679.54
104350	37584.83	27035.39	26344.12	41153.16	45695.43	25069.41	38075.79	19447.14	35011.66	37430.31	14247.41	14783.83	37253.27	23009.13	18580.65	45372.38	45535.8	28299.41	21100.27	31946.82
104450	38629.27	27193.96	26497.46	41298.62	45792.34	25283.21	38451.03	19688.11	35466.7	37775.16	14292.85	14795.3	37332.25	23020.4	18680.41	46315.43	46326.68	28402.01	21242.88	32402.4
104550	38864.97	26941.65	26724.33	41735.93	45585.17	25207.95	39260.14	20389.53	35890.69	37975.14	14275.66	14764.33	37758.05	23019.12	18482.33	46611.15	46807.61	28411.25	21154.23	32481.86
104650	37123.55	26152.27	26024.01	41336.26	43414.95	24260.91	39064.36	20304.24	34132.87	36653.82	13514.1	14283	37181.59	22440.21	18135.86	45406.02	45471.97	27361.71	20555.49	31304.98
104750	37832.4	26689.63	25657.75	41858.38	43553.2	24547.86	39311.71	20304.72	34227.92	37334.42	13432.9	14265.55	37748.93	22758.54	18384.84	46087.7	45842.64	27099.45	20413.08	31285.22
104850	38488.22	26972.7	26081.95	42466.95	44048.66	24624.29	39864	20507.74	35174.35	38091.8	13675.32	14521.94	38354.28	23062.01	18407.18	46654.06	46985.66	27523.14	20608.12	31418.15
104950	39297.99	27058.07	26580.77	43617.42	44894.66	24766.79	40911.61	20882.63	35358.18	39018.89	13994.43	14633.02	38664.51	22749.27	18652.34	47907.49	47189.72	27906.65	20872.08	31536.63
105050	39270.16	26859.41	26299.2	43779.94	44492.56	24682.14	41137.55	20925.51	35180.07	38677.99	14026.37	14508.7	37887.5	22536.85	18584.24	47788.7	46768.25	27501.95	21126.71	31116.43
105150	38813.38	26736.02	25880.97	42417.11	43729.49	24269.23	40488.66	20313.46	34880.4	38084.95	13730.14	14274.26	36434.6	22389.4	18340.59	46862.51	45872.28	27124.83	20741.42	31272.66
105250	38878.9	26952.09	26025.87	41812.3	43052.64	24497.3	39735.61	20249.89	34561.02	37679.99	13887.43	14053.38	36315.21	21879.53	18638.2	46819.81	45143.55	26875.84	21057.99	31082.57
105350	39072.97	27153.2	26999.32	42465.14	43337.02	24417.92	40540.43	20609.05	35141.5	37730.06	14142.37	14516.02	36291.53	22376.42	18742.87	46232.5	45946.99	27628.09	21441.47	31759.86
105450	40536.68	28408.45	27591.84	44297.3	45868.13	25895.94	41526.25	21547.13	36575.66	39291.6	14612.68	15095.58	37889.96	24310.41	19275.86	47596.64	47512.48	28824.99	21887.59	33885.99
105550	43962.63	30817.05	29442.06	48126.07	49559.8	28099.85	44114.89	23315.27	39082.8	42788.12	15716.14	16344.92	41452.11	26099.17	20745.18	51727.35	50992.84	30965.39	23379.01	36967.63
105650	44553.87	31252.92	30841.61	49277.53	51112.13	28656.5	45810.25	23979.55	40185.78	44094.22	16113.18	16922.85	42637.65	26695.51	21110.77	53641.03	53075.85	31927.18	24012.54	37740.48
105750	46121.35	32015.39	31718.23	50609.36	52719.63	29563.71	47443.25	24587.4	41403.84	45707.31	16422.08	17417.1	43919.67	27084.37	21740.84	55411.54	54964.88	32698.66	24556.9	38633.6
105850	48842.54	33467.1	33865.55	53020.55	55533.76	30599.09	49784.41	25911.24	43440.02	47931.97	17136.33	18481.84	45932.31	28009.08	22963.16	58388.97	58294.32	34461.65	26065.27	40389.64
105950	47963.81	33040.48	32950.69	52439.83	54521.41	29990.72	49281.91	25495.43	42736.8	47367.67	16770.9	17999.42	44989.3	27914.48	22403.42	57706.21	57540.81	33976.04	25852.35	39735.16
106050	45880.3	32077.52	31405.14	50604.42	52621.82	29162.98	47806.39	24579.58	41090.8	45570.15	16358.66	17539.78	43625.96	27335.36	21955.56	55788.09	55811.49	33182.31	24873.76	38314.48
106150	43032.86	30623.05	29359.81	47845.36	49669.49	27690.28	44824.53	23353.98	38675.73	42968.71	15482.23	16695.6	41474.05	25811.73	21173.83	52557.97	52997.09	31383.49	23328.95	36105.34
106250	41594.5	29602.26	28367.38	46374.34	47781.96	26777.56	43366.01	22651.86	37273.31	41458.08	14940.23	16238.9	40077.27	24883.34	20225.03	50730.3	51066.53	29997.57	22647.46	34782.37
106350	41814.3	28966.8	28412.7	46468.57	47184.98	26447.13	43317.01	22609.07	37354.04	41416.98	15033.61	16149.85	39759.56	24693.26	20108.67	50283.92	50322.07	29919.4	22473.38	34488.29
106450	41334.38	28885.64	28475.04	45608.46	47186.83	26297.74	43233.57	22182.05	37467.04	41315.72	15150.77	16191.86	39748.13	24454.3	20170.3	50254.88	49769.2	29784.78	22191	33838.57
106550	42049.72	29234.48	28838.52	46183.9	47618.51	26503.4	43425.19	22356.16	37719.94	41317.95	15201.22	16225.51	40226.78	24785.09	20267.32	50475.92	49785.74	30255.09	22769.87	34473.44
106650	42768.67	29715.16	29348.4	46991.14	48431.85	27014.32	43872.31	23100.94	38363.99	41996.17	15382.22	16526.17	40838.66	25048.34	20709.1	51507.07	51213.09	30934.82	23389.2	35368.49
106750	43520.05	30612.25	29888.26	48294.66	49609.12	27840.63	44876.14	23789.55	39161.47	43128.59	15650.04	16926.39	42154.36	25614.17	21211.4	52693.57	52709.01	31772.71	23684.94	36193.73
106850	44721.09	31466.89	30656.66	49891.98	51118.6	28714.62	45921.92	24444.21	40448.99	44638.04	16229.65	17411.99	43208.77	26549.13	21677.74	54491.26	54122.23	32122.39	24325.8	37663.91
106950	43982.16	30401.18	30614.29	48716.71	50137.5	28130.26	45291.87	24309.68	39601.59	44406.13	15926.1	17358.43	42106.37	25788.71	21437.87	53686.56	53613.15	31740.07	24159.88	36767.96
107050	45492.88	31922.08	31674.98	50740.11	52342.11	29765.08	47121.44	25562.81	40977.28	46389.58	16598.74	17863.25	43993.46	26740.35	22217.35	55593.14	55640.32	32515.93	24939.97	37827.31
107150	45460.93	32275.51	31782.93	50820.21	52755.56	29503.29	47014.02	25206.61	40901.97	46014.63	16692.37	17978.64	43654.25	26947.99	22344.45	54718.94	55561.97	32079.02	25081.42	37967.69
107250	46313.67	33063.07	32937.77	51961.54	54064.82	30427.24	48079.04	25745.85	41843.57	46704.72	17091.66	18448.05	44602.84	27964.75	22987.28	55394.69	56425.98	33255.9	25691.38	38905.17
107350	44567.33	31630.58	31499.5	49818.75	51930.51	29456.11	46570.9	25066.85	40854.32	44758.48	16274.56	17523.92	43037.1	26768.02	22169.59	53754.3	55026.62	32148.76	24538.82	37356.18
